"","Truck_Name","Truck_Role","Tyre","Tyre_Type","Tyre_Coefficient"
"1279","Step 33-64 ""Crocodile""","Offroad","UAD I","Asphalt",1.9
"1280","Step 33-64 ""Crocodile""","Offroad","UAD I","Dirt",1.5
"1281","Step 33-64 ""Crocodile""","Offroad","UAD I","Mud",1
"1282","Step 33-64 ""Crocodile""","Offroad","UAD II","Asphalt",1.5
"1283","Step 33-64 ""Crocodile""","Offroad","UAD II","Dirt",1.5
"1284","Step 33-64 ""Crocodile""","Offroad","UAD II","Mud",1.2
"1285","Step 33-64 ""Crocodile""","Offroad","UAD III","Asphalt",1.5
"1286","Step 33-64 ""Crocodile""","Offroad","UAD III","Dirt",1.7
"1287","Step 33-64 ""Crocodile""","Offroad","UAD III","Mud",1
"1288","Step 33-64 ""Crocodile""","Offroad","UAD III Chains","Asphalt",1.2
"1289","Step 33-64 ""Crocodile""","Offroad","UAD III Chains","Dirt",3
"1290","Step 33-64 ""Crocodile""","Offroad","UAD III Chains","Mud",1.3
"1291","Step 33-64 ""Crocodile""","Offroad","UCD I","Asphalt",1.5
"1292","Step 33-64 ""Crocodile""","Offroad","UCD I","Dirt",1.4
"1293","Step 33-64 ""Crocodile""","Offroad","UCD I","Mud",1.5
"1294","Step 33-64 ""Crocodile""","Offroad","UOD I","Asphalt",1
"1295","Step 33-64 ""Crocodile""","Offroad","UOD I","Dirt",3
"1296","Step 33-64 ""Crocodile""","Offroad","UOD I","Mud",1.5
"1297","Step 33-64 ""Crocodile""","Offroad","UOD II","Asphalt",0.8
"1298","Step 33-64 ""Crocodile""","Offroad","UOD II","Dirt",3
"1299","Step 33-64 ""Crocodile""","Offroad","UOD II","Mud",1.9
"1300","Step 33-64 ""Crocodile""","Offroad","UOD III","Asphalt",0.8
"1301","Step 33-64 ""Crocodile""","Offroad","UOD III","Dirt",3.2
"1302","Step 33-64 ""Crocodile""","Offroad","UOD III","Mud",1.5
"1303","Step 33-64 ""Crocodile""","Offroad","TMHS I","Asphalt",0.5
"1304","Step 33-64 ""Crocodile""","Offroad","TMHS I","Dirt",2
"1305","Step 33-64 ""Crocodile""","Offroad","TMHS I","Mud",2.4
"1306","Step 39331 ""Pike""","Offroad","HMD I","Asphalt",3
"1307","Step 39331 ""Pike""","Offroad","HMD I","Dirt",1
"1308","Step 39331 ""Pike""","Offroad","HMD I","Mud",0.4
"1309","Step 39331 ""Pike""","Offroad","HMD II","Asphalt",3
"1310","Step 39331 ""Pike""","Offroad","HMD II","Dirt",1.2
"1311","Step 39331 ""Pike""","Offroad","HMD II","Mud",0.2
"1312","Step 39331 ""Pike""","Offroad","HMD III","Asphalt",3.2
"1313","Step 39331 ""Pike""","Offroad","HMD III","Dirt",1
"1314","Step 39331 ""Pike""","Offroad","HMD III","Mud",0.2
"1315","Step 39331 ""Pike""","Offroad","ATMD I","Asphalt",1.9
"1316","Step 39331 ""Pike""","Offroad","ATMD I","Dirt",1.5
"1317","Step 39331 ""Pike""","Offroad","ATMD I","Mud",1
"1318","Step 39331 ""Pike""","Offroad","ATMD II","Asphalt",1.5
"1319","Step 39331 ""Pike""","Offroad","ATMD II","Dirt",1.5
"1320","Step 39331 ""Pike""","Offroad","ATMD II","Mud",1.2
"1321","Step 39331 ""Pike""","Offroad","ATMD III","Asphalt",1.5
"1322","Step 39331 ""Pike""","Offroad","ATMD III","Dirt",1.7
"1323","Step 39331 ""Pike""","Offroad","ATMD III","Mud",1
"1324","Step 39331 ""Pike""","Offroad","UCD I","Asphalt",1.5
"1325","Step 39331 ""Pike""","Offroad","UCD I","Dirt",1.4
"1326","Step 39331 ""Pike""","Offroad","UCD I","Mud",1.5
"1327","Step 39331 ""Pike""","Offroad","MHS II","Asphalt",0.5
"1328","Step 39331 ""Pike""","Offroad","MHS II","Dirt",2
"1329","Step 39331 ""Pike""","Offroad","MHS II","Mud",2.4
"1330","Step 39331 ""Pike""","Offroad","MHS III","Asphalt",0.5
"1331","Step 39331 ""Pike""","Offroad","MHS III","Dirt",2.4
"1332","Step 39331 ""Pike""","Offroad","MHS III","Mud",2
"1333","Tatra 805","Offroad","UHD I","Asphalt",3
"1334","Tatra 805","Offroad","UHD I","Dirt",1
"1335","Tatra 805","Offroad","UHD I","Mud",0.4
"1336","Tatra 805","Offroad","UHD II","Asphalt",3
"1337","Tatra 805","Offroad","UHD II","Dirt",1.2
"1338","Tatra 805","Offroad","UHD II","Mud",0.2
"1339","Tatra 805","Offroad","UHD III","Asphalt",3.2
"1340","Tatra 805","Offroad","UHD III","Dirt",1
"1341","Tatra 805","Offroad","UHD III","Mud",0.2
"1342","Tatra 805","Offroad","UAD I","Asphalt",1.9
"1343","Tatra 805","Offroad","UAD I","Dirt",1.5
"1344","Tatra 805","Offroad","UAD I","Mud",1
"1345","Tatra 805","Offroad","UAD II","Asphalt",1.5
"1346","Tatra 805","Offroad","UAD II","Dirt",1.5
"1347","Tatra 805","Offroad","UAD II","Mud",1.2
"1348","Tatra 805","Offroad","UAD III","Asphalt",1.5
"1349","Tatra 805","Offroad","UAD III","Dirt",1.7
"1350","Tatra 805","Offroad","UAD III","Mud",1
"1351","Tatra 805","Offroad","UAD III Chains","Asphalt",1.2
"1352","Tatra 805","Offroad","UAD III Chains","Dirt",3
"1353","Tatra 805","Offroad","UAD III Chains","Mud",1.3
"1354","Tatra 805","Offroad","UOD I","Asphalt",1
"1355","Tatra 805","Offroad","UOD I","Dirt",3
"1356","Tatra 805","Offroad","UOD I","Mud",1.5
"1357","Tatra 805","Offroad","UOD II","Asphalt",0.8
"1358","Tatra 805","Offroad","UOD II","Dirt",3
"1359","Tatra 805","Offroad","UOD II","Mud",1.9
"1360","Tatra 805","Offroad","UOD III","Asphalt",0.8
"1361","Tatra 805","Offroad","UOD III","Dirt",3.2
"1362","Tatra 805","Offroad","UOD III","Mud",1.5
"1363","Tatra 805","Offroad","AMHS I","Asphalt",0.5
"1364","Tatra 805","Offroad","AMHS I","Dirt",2
"1365","Tatra 805","Offroad","AMHS I","Mud",2.4
"1366","Tatra PHOENIX","Offroad","ATHS I","Asphalt",1.5
"1367","Tatra PHOENIX","Offroad","ATHS I","Dirt",1.5
"1368","Tatra PHOENIX","Offroad","ATHS I","Mud",1.2
"1369","Tatra PHOENIX","Offroad","OHS I","Asphalt",1
"1370","Tatra PHOENIX","Offroad","OHS I","Dirt",3
"1371","Tatra PHOENIX","Offroad","OHS I","Mud",1.5
"1372","Tatra PHOENIX","Offroad","OHS II","Asphalt",0.8
"1373","Tatra PHOENIX","Offroad","OHS II","Dirt",3
"1374","Tatra PHOENIX","Offroad","OHS II","Mud",1.8
"1375","Tatra PHOENIX","Offroad","MSH I","Asphalt",0.5
"1376","Tatra PHOENIX","Offroad","MSH I","Dirt",1.7
"1377","Tatra PHOENIX","Offroad","MSH I","Mud",3
"1378","Tatra PHOENIX","Offroad","MHS I","Asphalt",0.5
"1379","Tatra PHOENIX","Offroad","MHS I","Dirt",2
"1380","Tatra PHOENIX","Offroad","MHS I","Mud",2
"1381","Tatra PHOENIX","Offroad","MHS I Chains","Asphalt",1.2
"1382","Tatra PHOENIX","Offroad","MHS I Chains","Dirt",3
"1383","Tatra PHOENIX","Offroad","MHS I Chains","Mud",1.3
"1384","Tatra PHOENIX","Offroad","DMHS I","Asphalt",0.5
"1385","Tatra PHOENIX","Offroad","DMHS I","Dirt",2
"1386","Tatra PHOENIX","Offroad","DMHS I","Mud",2
"1387","Tatra PHOENIX","Offroad","DMHS II","Asphalt",0.5
"1388","Tatra PHOENIX","Offroad","DMHS II","Dirt",2
"1389","Tatra PHOENIX","Offroad","DMHS II","Mud",2
"1390","Tatra PHOENIX","Offroad","DMHS III","Asphalt",0.5
"1391","Tatra PHOENIX","Offroad","DMHS III","Dirt",2
"1392","Tatra PHOENIX","Offroad","DMHS III","Mud",2
"1393","Tayga 6436","Offroad","HMD I","Asphalt",3
"1394","Tayga 6436","Offroad","HMD I","Dirt",1
"1395","Tayga 6436","Offroad","HMD I","Mud",0.4
"1396","Tayga 6436","Offroad","HMD II","Asphalt",3
"1397","Tayga 6436","Offroad","HMD II","Dirt",1.2
"1398","Tayga 6436","Offroad","HMD II","Mud",0.2
"1399","Tayga 6436","Offroad","HMD III","Asphalt",3.2
"1400","Tayga 6436","Offroad","HMD III","Dirt",1
"1401","Tayga 6436","Offroad","HMD III","Mud",0.2
"1402","Tayga 6436","Offroad","ATMD I","Asphalt",1.9
"1403","Tayga 6436","Offroad","ATMD I","Dirt",1.5
"1404","Tayga 6436","Offroad","ATMD I","Mud",1
"1405","Tayga 6436","Offroad","ATMD II","Asphalt",1.5
"1406","Tayga 6436","Offroad","ATMD II","Dirt",1.5
"1407","Tayga 6436","Offroad","ATMD II","Mud",1.2
"1408","Tayga 6436","Offroad","ATMD III","Asphalt",1.5
"1409","Tayga 6436","Offroad","ATMD III","Dirt",1.7
"1410","Tayga 6436","Offroad","ATMD III","Mud",1
"1411","Tayga 6436","Offroad","ATHS I","Asphalt",1.5
"1412","Tayga 6436","Offroad","ATHS I","Dirt",1.5
"1413","Tayga 6436","Offroad","ATHS I","Mud",1.2
"1414","Tayga 6436","Offroad","OHD I","Asphalt",0.8
"1415","Tayga 6436","Offroad","OHD I","Dirt",3
"1416","Tayga 6436","Offroad","OHD I","Mud",1.9
"1417","Tayga 6436","Offroad","OHD II","Asphalt",0.8
"1418","Tayga 6436","Offroad","OHD II","Dirt",3.2
"1419","Tayga 6436","Offroad","OHD II","Mud",1.5
"1420","Tayga 6436","Offroad","OHD III","Asphalt",1
"1421","Tayga 6436","Offroad","OHD III","Dirt",3
"1422","Tayga 6436","Offroad","OHD III","Mud",1.5
"1423","Tayga 6436","Offroad","OHD II Chains","Asphalt",1.2
"1424","Tayga 6436","Offroad","OHD II Chains","Dirt",3
"1425","Tayga 6436","Offroad","OHD II Chains","Mud",1.3
"1426","Tayga 6436","Offroad","OHS I","Asphalt",1
"1427","Tayga 6436","Offroad","OHS I","Dirt",3
"1428","Tayga 6436","Offroad","OHS I","Mud",1.5
"1429","Tayga 6436","Offroad","OHS II","Asphalt",0.8
"1430","Tayga 6436","Offroad","OHS II","Dirt",3
"1431","Tayga 6436","Offroad","OHS II","Mud",1.8
"1432","Tayga 6436","Offroad","MHS I","Asphalt",0.5
"1433","Tayga 6436","Offroad","MHS I","Dirt",2
"1434","Tayga 6436","Offroad","MHS I","Mud",2
"1435","Tayga 6436","Offroad","MHS II","Asphalt",0.5
"1436","Tayga 6436","Offroad","MHS II","Dirt",2
"1437","Tayga 6436","Offroad","MHS II","Mud",2.4
"1438","Tayga 6436","Offroad","MHS III","Asphalt",0.5
"1439","Tayga 6436","Offroad","MHS III","Dirt",2.4
"1440","Tayga 6436","Offroad","MHS III","Mud",2
"1441","Tayga 6436","Offroad","MHS I Chains","Asphalt",1.2
"1442","Tayga 6436","Offroad","MHS I Chains","Dirt",3
"1443","Tayga 6436","Offroad","MHS I Chains","Mud",1.3
"1444","Tayga 6436","Offroad","TMHS I","Asphalt",0.5
"1445","Tayga 6436","Offroad","TMHS I","Dirt",2
"1446","Tayga 6436","Offroad","TMHS I","Mud",2.4
"1447","Tayga 6436","Offroad","DMHS I","Asphalt",0.5
"1448","Tayga 6436","Offroad","DMHS I","Dirt",2
"1449","Tayga 6436","Offroad","DMHS I","Mud",2
"1450","Tayga 6436","Offroad","DMHS II","Asphalt",0.5
"1451","Tayga 6436","Offroad","DMHS II","Dirt",2
"1452","Tayga 6436","Offroad","DMHS II","Mud",2
"1453","Tayga 6436","Offroad","DMHS III","Asphalt",0.5
"1454","Tayga 6436","Offroad","DMHS III","Dirt",2
"1455","Tayga 6436","Offroad","DMHS III","Mud",2
"1456","Tayga 6455B","Offroad","ATHS I","Asphalt",1.5
"1457","Tayga 6455B","Offroad","ATHS I","Dirt",1.5
"1458","Tayga 6455B","Offroad","ATHS I","Mud",1.2
"1459","Tayga 6455B","Offroad","OHS I","Asphalt",1
"1460","Tayga 6455B","Offroad","OHS I","Dirt",3
"1461","Tayga 6455B","Offroad","OHS I","Mud",1.5
"1462","Tayga 6455B","Offroad","OHS II","Asphalt",0.8
"1463","Tayga 6455B","Offroad","OHS II","Dirt",3
"1464","Tayga 6455B","Offroad","OHS II","Mud",1.8
"1465","Tayga 6455B","Offroad","MHS I","Asphalt",0.5
"1466","Tayga 6455B","Offroad","MHS I","Dirt",2
"1467","Tayga 6455B","Offroad","MHS I","Mud",2
"1468","Tayga 6455B","Offroad","MHS I Chains","Asphalt",1.2
"1469","Tayga 6455B","Offroad","MHS I Chains","Dirt",3
"1470","Tayga 6455B","Offroad","MHS I Chains","Mud",1.3
"1471","Tayga 6455B","Offroad","TMHS I","Asphalt",0.5
"1472","Tayga 6455B","Offroad","TMHS I","Dirt",2
"1473","Tayga 6455B","Offroad","TMHS I","Mud",2.4
"1474","Tayga 6455B","Offroad","DMHS I","Asphalt",0.5
"1475","Tayga 6455B","Offroad","DMHS I","Dirt",2
"1476","Tayga 6455B","Offroad","DMHS I","Mud",2
"1477","Tayga 6455B","Offroad","DMHS II","Asphalt",0.5
"1478","Tayga 6455B","Offroad","DMHS II","Dirt",2
"1479","Tayga 6455B","Offroad","DMHS II","Mud",2
"1480","Tayga 6455B","Offroad","DMHS III","Asphalt",0.5
"1481","Tayga 6455B","Offroad","DMHS III","Dirt",2
"1482","Tayga 6455B","Offroad","DMHS III","Mud",2
"1483","TUZ 108 ""Warthog""","Offroad","UHD I","Asphalt",3
"1484","TUZ 108 ""Warthog""","Offroad","UHD I","Dirt",1
"1485","TUZ 108 ""Warthog""","Offroad","UHD I","Mud",0.4
"1486","TUZ 108 ""Warthog""","Offroad","UHD II","Asphalt",3
"1487","TUZ 108 ""Warthog""","Offroad","UHD II","Dirt",1.2
"1488","TUZ 108 ""Warthog""","Offroad","UHD II","Mud",0.2
"1489","TUZ 108 ""Warthog""","Offroad","UHD III","Asphalt",3.2
"1490","TUZ 108 ""Warthog""","Offroad","UHD III","Dirt",1
"1491","TUZ 108 ""Warthog""","Offroad","UHD III","Mud",0.2
"1492","TUZ 108 ""Warthog""","Offroad","UAD I","Asphalt",1.9
"1493","TUZ 108 ""Warthog""","Offroad","UAD I","Dirt",1.5
"1494","TUZ 108 ""Warthog""","Offroad","UAD I","Mud",1
"1495","TUZ 108 ""Warthog""","Offroad","UAD II","Asphalt",1.5
"1496","TUZ 108 ""Warthog""","Offroad","UAD II","Dirt",1.5
"1497","TUZ 108 ""Warthog""","Offroad","UAD II","Mud",1.2
"1498","TUZ 108 ""Warthog""","Offroad","UAD III","Asphalt",1.5
"1499","TUZ 108 ""Warthog""","Offroad","UAD III","Dirt",1.7
"1500","TUZ 108 ""Warthog""","Offroad","UAD III","Mud",1
"1501","TUZ 108 ""Warthog""","Offroad","UAD III Chains","Asphalt",1.2
"1502","TUZ 108 ""Warthog""","Offroad","UAD III Chains","Dirt",3
"1503","TUZ 108 ""Warthog""","Offroad","UAD III Chains","Mud",1.3
"1504","TUZ 108 ""Warthog""","Offroad","UOD I","Asphalt",1
"1505","TUZ 108 ""Warthog""","Offroad","UOD I","Dirt",3
"1506","TUZ 108 ""Warthog""","Offroad","UOD I","Mud",1.5
"1507","TUZ 108 ""Warthog""","Offroad","UOD II","Asphalt",0.8
"1508","TUZ 108 ""Warthog""","Offroad","UOD II","Dirt",3
"1509","TUZ 108 ""Warthog""","Offroad","UOD II","Mud",1.9
"1510","TUZ 108 ""Warthog""","Offroad","UOD III","Asphalt",0.8
"1511","TUZ 108 ""Warthog""","Offroad","UOD III","Dirt",3.2
"1512","TUZ 108 ""Warthog""","Offroad","UOD III","Mud",1.5
"1513","TUZ 108 ""Warthog""","Offroad","AMHS I","Asphalt",0.5
"1514","TUZ 108 ""Warthog""","Offroad","AMHS I","Dirt",2
"1515","TUZ 108 ""Warthog""","Offroad","AMHS I","Mud",2.4
"1516","TUZ 16 ""Actaeon""","Offroad","UHD I","Asphalt",3
"1517","TUZ 16 ""Actaeon""","Offroad","UHD I","Dirt",1
"1518","TUZ 16 ""Actaeon""","Offroad","UHD I","Mud",0.4
"1519","TUZ 16 ""Actaeon""","Offroad","UHD II","Asphalt",3
"1520","TUZ 16 ""Actaeon""","Offroad","UHD II","Dirt",1.2
"1521","TUZ 16 ""Actaeon""","Offroad","UHD II","Mud",0.2
"1522","TUZ 16 ""Actaeon""","Offroad","UHD III","Asphalt",3.2
"1523","TUZ 16 ""Actaeon""","Offroad","UHD III","Dirt",1
"1524","TUZ 16 ""Actaeon""","Offroad","UHD III","Mud",0.2
"1525","TUZ 16 ""Actaeon""","Offroad","UAD I","Asphalt",1.9
"1526","TUZ 16 ""Actaeon""","Offroad","UAD I","Dirt",1.5
"1527","TUZ 16 ""Actaeon""","Offroad","UAD I","Mud",1
"1528","TUZ 16 ""Actaeon""","Offroad","UAD II","Asphalt",1.5
"1529","TUZ 16 ""Actaeon""","Offroad","UAD II","Dirt",1.5
"1530","TUZ 16 ""Actaeon""","Offroad","UAD II","Mud",1.2
"1531","TUZ 16 ""Actaeon""","Offroad","UAD III","Asphalt",1.5
"1532","TUZ 16 ""Actaeon""","Offroad","UAD III","Dirt",1.7
"1533","TUZ 16 ""Actaeon""","Offroad","UAD III","Mud",1
"1534","TUZ 16 ""Actaeon""","Offroad","UAD III Chains","Asphalt",1.2
"1535","TUZ 16 ""Actaeon""","Offroad","UAD III Chains","Dirt",3
"1536","TUZ 16 ""Actaeon""","Offroad","UAD III Chains","Mud",1.3
"1537","TUZ 16 ""Actaeon""","Offroad","UOD I","Asphalt",1
"1538","TUZ 16 ""Actaeon""","Offroad","UOD I","Dirt",3
"1539","TUZ 16 ""Actaeon""","Offroad","UOD I","Mud",1.5
"1540","TUZ 16 ""Actaeon""","Offroad","UOD II","Asphalt",0.8
"1541","TUZ 16 ""Actaeon""","Offroad","UOD II","Dirt",3
"1542","TUZ 16 ""Actaeon""","Offroad","UOD II","Mud",1.9
"1543","TUZ 16 ""Actaeon""","Offroad","UOD III","Asphalt",0.8
"1544","TUZ 16 ""Actaeon""","Offroad","UOD III","Dirt",3.2
"1545","TUZ 16 ""Actaeon""","Offroad","UOD III","Mud",1.5
"1546","TUZ 16 ""Actaeon""","Offroad","AMHS I","Asphalt",0.5
"1547","TUZ 16 ""Actaeon""","Offroad","AMHS I","Dirt",2
"1548","TUZ 16 ""Actaeon""","Offroad","AMHS I","Mud",2.4
"1549","Voron AE-4380","Offroad","HMD I","Asphalt",3
"1550","Voron AE-4380","Offroad","HMD I","Dirt",1
"1551","Voron AE-4380","Offroad","HMD I","Mud",0.4
"1552","Voron AE-4380","Offroad","HMD II","Asphalt",3
"1553","Voron AE-4380","Offroad","HMD II","Dirt",1.2
"1554","Voron AE-4380","Offroad","HMD II","Mud",0.2
"1555","Voron AE-4380","Offroad","HMD III","Asphalt",3.2
"1556","Voron AE-4380","Offroad","HMD III","Dirt",1
"1557","Voron AE-4380","Offroad","HMD III","Mud",0.2
"1558","Voron AE-4380","Offroad","ATMD I","Asphalt",1.9
"1559","Voron AE-4380","Offroad","ATMD I","Dirt",1.5
"1560","Voron AE-4380","Offroad","ATMD I","Mud",1
"1561","Voron AE-4380","Offroad","ATMD II","Asphalt",1.5
"1562","Voron AE-4380","Offroad","ATMD II","Dirt",1.5
"1563","Voron AE-4380","Offroad","ATMD II","Mud",1.2
"1564","Voron AE-4380","Offroad","ATMD III","Asphalt",1.5
"1565","Voron AE-4380","Offroad","ATMD III","Dirt",1.7
"1566","Voron AE-4380","Offroad","ATMD III","Mud",1
"1567","Voron AE-4380","Offroad","ATHS I","Asphalt",1.5
"1568","Voron AE-4380","Offroad","ATHS I","Dirt",1.5
"1569","Voron AE-4380","Offroad","ATHS I","Mud",1.2
"1570","Voron AE-4380","Offroad","OHD I","Asphalt",0.8
"1571","Voron AE-4380","Offroad","OHD I","Dirt",3
"1572","Voron AE-4380","Offroad","OHD I","Mud",1.9
"1573","Voron AE-4380","Offroad","OHD II","Asphalt",0.8
"1574","Voron AE-4380","Offroad","OHD II","Dirt",3.2
"1575","Voron AE-4380","Offroad","OHD II","Mud",1.5
"1576","Voron AE-4380","Offroad","OHD III","Asphalt",1
"1577","Voron AE-4380","Offroad","OHD III","Dirt",3
"1578","Voron AE-4380","Offroad","OHD III","Mud",1.5
"1579","Voron AE-4380","Offroad","OHD II Chains","Asphalt",1.2
"1580","Voron AE-4380","Offroad","OHD II Chains","Dirt",3
"1581","Voron AE-4380","Offroad","OHD II Chains","Mud",1.3
"1582","Voron AE-4380","Offroad","OHS I","Asphalt",1
"1583","Voron AE-4380","Offroad","OHS I","Dirt",3
"1584","Voron AE-4380","Offroad","OHS I","Mud",1.5
"1585","Voron AE-4380","Offroad","OHS II","Asphalt",0.8
"1586","Voron AE-4380","Offroad","OHS II","Dirt",3
"1587","Voron AE-4380","Offroad","OHS II","Mud",1.8
"1588","Voron AE-4380","Offroad","MHS I","Asphalt",0.5
"1589","Voron AE-4380","Offroad","MHS I","Dirt",2
"1590","Voron AE-4380","Offroad","MHS I","Mud",2
"1591","Voron AE-4380","Offroad","MHS II","Asphalt",0.5
"1592","Voron AE-4380","Offroad","MHS II","Dirt",2
"1593","Voron AE-4380","Offroad","MHS II","Mud",2.4
"1594","Voron AE-4380","Offroad","MHS III","Asphalt",0.5
"1595","Voron AE-4380","Offroad","MHS III","Dirt",2.4
"1596","Voron AE-4380","Offroad","MHS III","Mud",2
"1597","Voron AE-4380","Offroad","MHS I Chains","Asphalt",1.2
"1598","Voron AE-4380","Offroad","MHS I Chains","Dirt",3
"1599","Voron AE-4380","Offroad","MHS I Chains","Mud",1.3
"1600","Voron AE-4380","Offroad","DMHS I","Asphalt",0.5
"1601","Voron AE-4380","Offroad","DMHS I","Dirt",2
"1602","Voron AE-4380","Offroad","DMHS I","Mud",2
"1603","Voron AE-4380","Offroad","DMHS II","Asphalt",0.5
"1604","Voron AE-4380","Offroad","DMHS II","Dirt",2
"1605","Voron AE-4380","Offroad","DMHS II","Mud",2
"1606","Voron AE-4380","Offroad","DMHS III","Asphalt",0.5
"1607","Voron AE-4380","Offroad","DMHS III","Dirt",2
"1608","Voron AE-4380","Offroad","DMHS III","Mud",2
"1609","Voron D-53233","Offroad","HMD I","Asphalt",3
"1610","Voron D-53233","Offroad","HMD I","Dirt",1
"1611","Voron D-53233","Offroad","HMD I","Mud",0.4
"1612","Voron D-53233","Offroad","HMD II","Asphalt",3
"1613","Voron D-53233","Offroad","HMD II","Dirt",1.2
"1614","Voron D-53233","Offroad","HMD II","Mud",0.2
"1615","Voron D-53233","Offroad","HMD III","Asphalt",3.2
"1616","Voron D-53233","Offroad","HMD III","Dirt",1
"1617","Voron D-53233","Offroad","HMD III","Mud",0.2
"1618","Voron D-53233","Offroad","ATMD I","Asphalt",1.9
"1619","Voron D-53233","Offroad","ATMD I","Dirt",1.5
"1620","Voron D-53233","Offroad","ATMD I","Mud",1
"1621","Voron D-53233","Offroad","ATMD II","Asphalt",1.5
"1622","Voron D-53233","Offroad","ATMD II","Dirt",1.5
"1623","Voron D-53233","Offroad","ATMD II","Mud",1.2
"1624","Voron D-53233","Offroad","ATMD III","Asphalt",1.5
"1625","Voron D-53233","Offroad","ATMD III","Dirt",1.7
"1626","Voron D-53233","Offroad","ATMD III","Mud",1
"1627","Voron D-53233","Offroad","ATHS I","Asphalt",1.5
"1628","Voron D-53233","Offroad","ATHS I","Dirt",1.5
"1629","Voron D-53233","Offroad","ATHS I","Mud",1.2
"1630","Voron D-53233","Offroad","OHD I","Asphalt",0.8
"1631","Voron D-53233","Offroad","OHD I","Dirt",3
"1632","Voron D-53233","Offroad","OHD I","Mud",1.9
"1633","Voron D-53233","Offroad","OHD II","Asphalt",0.8
"1634","Voron D-53233","Offroad","OHD II","Dirt",3.2
"1635","Voron D-53233","Offroad","OHD II","Mud",1.5
"1636","Voron D-53233","Offroad","OHD III","Asphalt",1
"1637","Voron D-53233","Offroad","OHD III","Dirt",3
"1638","Voron D-53233","Offroad","OHD III","Mud",1.5
"1639","Voron D-53233","Offroad","OHD II Chains","Asphalt",1.2
"1640","Voron D-53233","Offroad","OHD II Chains","Dirt",3
"1641","Voron D-53233","Offroad","OHD II Chains","Mud",1.3
"1642","Voron D-53233","Offroad","OHS I","Asphalt",1
"1643","Voron D-53233","Offroad","OHS I","Dirt",3
"1644","Voron D-53233","Offroad","OHS I","Mud",1.5
"1645","Voron D-53233","Offroad","OHS II","Asphalt",0.8
"1646","Voron D-53233","Offroad","OHS II","Dirt",3
"1647","Voron D-53233","Offroad","OHS II","Mud",1.8
"1648","Voron D-53233","Offroad","MHS I","Asphalt",0.5
"1649","Voron D-53233","Offroad","MHS I","Dirt",2
"1650","Voron D-53233","Offroad","MHS I","Mud",2
"1651","Voron D-53233","Offroad","MHS II","Asphalt",0.5
"1652","Voron D-53233","Offroad","MHS II","Dirt",2
"1653","Voron D-53233","Offroad","MHS II","Mud",2.4
"1654","Voron D-53233","Offroad","MHS III","Asphalt",0.5
"1655","Voron D-53233","Offroad","MHS III","Dirt",2.4
"1656","Voron D-53233","Offroad","MHS III","Mud",2
"1657","Voron D-53233","Offroad","MHS I Chains","Asphalt",1.2
"1658","Voron D-53233","Offroad","MHS I Chains","Dirt",3
"1659","Voron D-53233","Offroad","MHS I Chains","Mud",1.3
"1660","Voron D-53233","Offroad","DMHS I","Asphalt",0.5
"1661","Voron D-53233","Offroad","DMHS I","Dirt",2
"1662","Voron D-53233","Offroad","DMHS I","Mud",2
"1663","Voron D-53233","Offroad","DMHS II","Asphalt",0.5
"1664","Voron D-53233","Offroad","DMHS II","Dirt",2
"1665","Voron D-53233","Offroad","DMHS II","Mud",2
"1666","Voron D-53233","Offroad","DMHS III","Asphalt",0.5
"1667","Voron D-53233","Offroad","DMHS III","Dirt",2
"1668","Voron D-53233","Offroad","DMHS III","Mud",2
"1669","Voron Grad","Offroad","HMD I","Asphalt",3
"1670","Voron Grad","Offroad","HMD I","Dirt",1
"1671","Voron Grad","Offroad","HMD I","Mud",0.4
"1672","Voron Grad","Offroad","HMD II","Asphalt",3
"1673","Voron Grad","Offroad","HMD II","Dirt",1.2
"1674","Voron Grad","Offroad","HMD II","Mud",0.2
"1675","Voron Grad","Offroad","HMD III","Asphalt",3.2
"1676","Voron Grad","Offroad","HMD III","Dirt",1
"1677","Voron Grad","Offroad","HMD III","Mud",0.2
"1678","Voron Grad","Offroad","ATMD I","Asphalt",1.9
"1679","Voron Grad","Offroad","ATMD I","Dirt",1.5
"1680","Voron Grad","Offroad","ATMD I","Mud",1
"1681","Voron Grad","Offroad","ATMD II","Asphalt",1.5
"1682","Voron Grad","Offroad","ATMD II","Dirt",1.5
"1683","Voron Grad","Offroad","ATMD II","Mud",1.2
"1684","Voron Grad","Offroad","ATMD III","Asphalt",1.5
"1685","Voron Grad","Offroad","ATMD III","Dirt",1.7
"1686","Voron Grad","Offroad","ATMD III","Mud",1
"1687","Voron Grad","Offroad","ATHS I","Asphalt",1.5
"1688","Voron Grad","Offroad","ATHS I","Dirt",1.5
"1689","Voron Grad","Offroad","ATHS I","Mud",1.2
"1690","Voron Grad","Offroad","OHD I","Asphalt",0.8
"1691","Voron Grad","Offroad","OHD I","Dirt",3
"1692","Voron Grad","Offroad","OHD I","Mud",1.9
"1693","Voron Grad","Offroad","OHD II","Asphalt",0.8
"1694","Voron Grad","Offroad","OHD II","Dirt",3.2
"1695","Voron Grad","Offroad","OHD II","Mud",1.5
"1696","Voron Grad","Offroad","OHD III","Asphalt",1
"1697","Voron Grad","Offroad","OHD III","Dirt",3
"1698","Voron Grad","Offroad","OHD III","Mud",1.5
"1699","Voron Grad","Offroad","OHD II Chains","Asphalt",1.2
"1700","Voron Grad","Offroad","OHD II Chains","Dirt",3
